"Bat.species","Bat.family","Link","Continent","Country","Reference"
"Miniopterus magnater","Miniopteridae","https://doi.org/10.1186/s12985-015-0289-1","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"Miniopterus magnater","Miniopteridae","https://doi.org/10.1016/j.virol.2006.02.041","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"Miniopterus minor","Miniopteridae","https://doi.org/10.1128/JVI.01953-16","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"Miniopterus minor","Miniopteridae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Miniopterus minor","Miniopteridae","https://doi.org/10.1007/s12250-016-3930-2","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2"
"Miniopterus mossambicus","Miniopteridae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Miniopterus natalensis","Miniopteridae","https://doi.org/10.1089/vbz.2012.1101","Africa","South Africa","Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101"
"Miniopterus natalensis","Miniopteridae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1099/vir.0.82203-0","Asia","China","Chu 2006 J Gen Virol https://doi.org/10.1099/vir.0.82203-0"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1099/vir.0.83605-0","Asia","China","Chu 2008 J Gen Virol https://doi.org/10.1099/vir.0.83605-0"
"Miniopterus pusillus","Miniopteridae","https://www.nature.com/articles/s41467-020-17687-33","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1128/JVI.79.4.2001-2009.2005","Asia","China","Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005"
"Miniopterus pusillus","Miniopteridae","http://data.predict.global/","Asia","China, Thailand","PREDICT database http://data.predict.global/"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1186/s12985-015-0289-1","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1016/j.virol.2006.02.041","Asia","China","Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.1128/JVI.02182-06","Asia","China","Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06"
"Miniopterus pusillus","Miniopteridae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1016/j.virol.2018.01.014","Europe","France, Spain","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1128/JVI.00650-10","Europe","Bulgaria","Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1007/s00705-011-1057-1","Europe","Spain","Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1007/s12250-016-3713-9","Asia","China","Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1111/tbed.12515","Asia","South Korea","Kim 2016 TED https://doi.org/10.1111/tbed.12515"
"Miniopterus schreibersii","Miniopteridae","https://www.nature.com/articles/s41467-020-17687-33","Asia","China","Latinne 2020 Nature Communications https://www.nature.com/articles/s41467-020-17687-33"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1111/tbed.14324","Asia","South Korea","Lee 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14324"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1007/s12250-017-3976-9","Asia","China","Liang 2017 Virologica Sinica https://doi.org/10.1007/s12250-017-3976-9"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1016/j.virol.2017.03.019","Asia","China","Lin 2017 Virology https://doi.org/10.1016/j.virol.2017.03.019"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1111/tbed.13653","Asia","South Korea","Lo 2020 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.13653"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.3390/v9120364","Europe","France","Monchatre-Leroy 2017 Viruses https://doi.org/10.3390/v9120364"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1128/JVI.79.4.2001-2009.2005","Asia","China","Poon 2005 J Virol https://doi.org/10.1128/JVI.79.4.2001-2009.2005"
"Miniopterus schreibersii","Miniopteridae","http://data.predict.global/","Asia","Cameroon, China, Jordan, Liberia, Malaysia, Thailand","PREDICT database http://data.predict.global/"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1007/s10393-016-1116-x","Oceania","Australia","Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1128/JVI.00697-06","Asia","China","Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1186/s12985-015-0289-1","Asia","Thailand","Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.1128/JVI.01394-12","Asia","China","Wu 2012 Journal of Virology  https://doi.org/10.1128/JVI.01394-12"
"Miniopterus schreibersii","Miniopteridae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Chaerephon plicatus","Molossidae","https://doi.org/10.21203/rs.3.rs-871965/v1","Asia","Laos","Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1"
"Chaerephon plicatus","Molossidae","https://doi.org/10.1371/journal.pone.0230802","Asia","Myanmar","Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802"
"Chaerephon plicatus","Molossidae","https://dx.doi.org/10.3201%2Feid1908.130119","Asia","Thailand","Wacharapluesadee 2013 EID https://dx.doi.org/10.3201%2Feid1908.130119"
"Chaerephon plicatus","Molossidae","https://doi.org/10.1038/ismej.2015.138","Asia","China","Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138"
"Chaerephon plicatus","Molossidae","https://doi.org/10.21203/rs.3.rs-885194/v1","Asia","China","Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1"
"Chaerephon plicatus","Molossidae","https://dx.doi.org/10.3201%2Feid1906.121648","Asia","China","Yang 2013 EID https://dx.doi.org/10.3201%2Feid1906.121648"
"Chaerephon plicatus","Molossidae","https://doi.org/10.1016/j.cell.2021.06.008","Asia","China","Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Mayotte","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1186/s42522-019-0008-8","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1007/s10393-019-01458-8","Africa","Rwanda","Nziza 2019 EcoHealth https://doi.org/10.1007/s10393-019-01458-8"
"Chaerephon pumilus","Molossidae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Chaerephon pumilus","Molossidae","https://doi.org/10.1007/s12250-016-3930-2","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2"
"Chaerephon pumilus","Molossidae",NA,"Africa","Cameroon, DR Congo, Ethiopia, Guinea, Ivory Coast, Kenya, Republic of Congo, Rwanda, Sierra Leone, Tanzania, Uganda","PREDICT database http://data.predict.global/"
"Cynomops abrasus","Molossidae","https://doi.org/10.1186/s12985-016-0569-4","America","Brazil","Asano 2016 Virology Journal https://doi.org/10.1186/s12985-016-0569-4"
"Cynomops planirostris","Molossidae","https://doi.org/10.1186/s12985-016-0569-4","America","Brazil","Asano 2016 Virology Journal https://doi.org/10.1186/s12985-016-0569-4"
"Eumops glaucinus","Molossidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Molossus currentium","Molossidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Molossus molossus","Molossidae","https://doi.org/10.1007/s00248-019-01391-x","America","Brazil","Bittar 2019 Microbial Ecology https://doi.org/10.1007/s00248-019-01391-x"
"Molossus molossus","Molossidae","http://dx.doi.org/10.3201/eid1910.130525","America","Brazil, Mexico","Goes 2013 EID http://dx.doi.org/10.3201/eid1910.130525"
"Molossus molossus","Molossidae","https://doi.org/10.1007/s11262-013-0899-x","America","Brazil","Lima 2013 Virus Genes https://doi.org/10.1007/s11262-013-0899-x"
"Molossus rufus","Molossidae","https://doi.org/10.1007/s00248-019-01391-x","America","Brazil","Bittar 2019 Microbial Ecology https://doi.org/10.1007/s00248-019-01391-x"
"Molossus rufus","Molossidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Molossus rufus","Molossidae","http://dx.doi.org/10.3201/eid1910.130525","America","Brazil, Mexico","Goes 2013 EID http://dx.doi.org/10.3201/eid1910.130525"
"Molossus rufus","Molossidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Mops condylurus","Molossidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Mops condylurus","Molossidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Mops condylurus","Molossidae","https://doi.org/10.1371/journal.pone.0236971","Africa","Democratic Republic of the Congo, Republic of the Congo","Kumakamba 2021 PLoS ONE https://doi.org/10.1371/journal.pone.0236971"
"Mops condylurus","Molossidae","https://doi.org/10.1186/s42522-019-0008-8","Africa","Rwanda, Tanzania, Uganda","Montecino-Latorre 2020 One Health Outlook https://doi.org/10.1186/s42522-019-0008-8"
"Mops condylurus","Molossidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Mops condylurus","Molossidae","https://doi.org/10.1101/2021.09.03.458874","Africa","Cameroon","Ntumvi 2021 bioRxiv https://doi.org/10.1101/2021.09.03.458874"
"Mops condylurus","Molossidae","https://doi.org/10.1007/s12250-016-3930-2","Africa","Kenya","Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2"
"Mops midas","Molossidae","https://doi.org/10.1089/vbz.2012.1101","Africa","South Africa","Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101"
"Mops midas","Molossidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Madagascar","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Mops midas","Molossidae","http://data.predict.global/","Africa","Ethiopia","PREDICT database http://data.predict.global/"
"Mormopterus francoismoutoui","Molossidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Reunion","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Mormopterus jugularis","Molossidae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Madagascar","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Nyctinomops laticaudatus","Molossidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Nyctinomops laticaudatus","Molossidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Otomops martiensseni","Molossidae","http://data.predict.global/","Africa","Rwanda","PREDICT database http://data.predict.global/"
"Otomops martiensseni","Molossidae","https://doi.org/10.1128/JVI.01953-16","Africa","Kenya","Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16"
"Otomops martiensseni","Molossidae","https://dx.doi.org/10.3201%2Feid1503.081013","Africa","Kenya","Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013"
"Tadarida brasiliensis","Molossidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Tadarida brasiliensis","Molossidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Tadarida brasiliensis","Molossidae","https://doi.org/10.1007/s00705-020-04825-x","America","Brazil","Cibulski 2021 Archives of Virology https://doi.org/10.1007/s00705-020-04825-x"
"Tadarida brasiliensis","Molossidae","https://doi.org/10.1007/s11262-013-0899-x","America","Brazil","Lima 2013 Virus Genes https://doi.org/10.1007/s11262-013-0899-x"
"Tadarida teniotis","Molossidae","https://doi.org/10.1016/j.virol.2018.01.014","Europe","Spain","Ar Gouilh 2018 Virology https://doi.org/10.1016/j.virol.2018.01.014"
"Tadarida teniotis","Molossidae","https://doi.org/10.1007/s11262-018-1614-8","Europe","Italy","Lecis 2018 Virus Genes https://doi.org/10.1007/s11262-018-1614-8"
"Pteronotus davyi","Mormoopidae","http://dx.doi.org/10.3201/eid1910.130525","America","Mexico","Goes 2013 EID http://dx.doi.org/10.3201/eid1910.130525"
"Pteronotus parnellii","Mormoopidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Pteronotus parnellii","Mormoopidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Pteronotus parnellii","Mormoopidae","https://doi.org/10.1099/vir.0.054841-0","America","Costa Rica","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Pteronotus personatus","Mormoopidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Mystacina tuberculata","Mystacinidae","https://dx.doi.org/10.3201/eid2004.131441","Oceania","New Zealand","Hall 2014 EID https://dx.doi.org/10.3201/eid2004.131441"
"Nycteris cf. gambiensis","Nycteridae","https://dx.doi.org/10.3201%2Feid1903.121503","Africa","Ghana","Annan 2013 EID https://dx.doi.org/10.3201%2Feid1903.121503"
"Nycteris macrotis","Nycteridae","http://dx.doi.org/10.3390/v12080855","Africa","Guinea","Lacroix 2020 Viruses http://dx.doi.org/10.3390/v12080855"
"Nycteris thebaica","Nycteridae","https://doi.org/10.1038/s41598-020-63799-7","Africa","Mozambique","Joffrin 2020 Sci Rep https://doi.org/10.1038/s41598-020-63799-7"
"Nycteris tragata","Nycteridae","http://data.predict.global/","Asia","Malaysia","PREDICT database http://data.predict.global/"
"Anoura caudifer","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Anoura geoffroyi","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Artibeus jamaicensis","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Artibeus jamaicensis","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Artibeus jamaicensis","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Artibeus jamaicensis","Phyllostomidae","https://doi.org/10.1111/zph.12181","America","Costa Rica","Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181"
"Artibeus lituratus","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Artibeus lituratus","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Artibeus lituratus","Phyllostomidae","https://doi.org/10.1007/s00248-019-01391-x","America","Brazil","Bittar 2019 Microbial Ecology https://doi.org/10.1007/s00248-019-01391-x"
"Artibeus lituratus","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Artibeus lituratus","Phyllostomidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Artibeus obscurus","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Artibeus phaeotis","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Artibeus phaeotis","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Artibeus planirostris","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Carollia brevicauda","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Carollia castanea","Phyllostomidae","https://doi.org/10.1111/zph.12181","America","Costa Rica","Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181"
"Carollia perspicillata","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Carollia perspicillata","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Carollia perspicillata","Phyllostomidae","https://dx.doi.org/10.3201%2Feid1412.080642","America","Trinidad","Carrington 2008 EID https://dx.doi.org/10.3201%2Feid1412.080642"
"Carollia perspicillata","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
"Carollia perspicillata","Phyllostomidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Carollia perspicillata","Phyllostomidae","https://doi.org/10.1111/zph.12181","America","Costa Rica","Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181"
"Carollia sowelli","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Carollia sowelli","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Desmodus rotundus","Phyllostomidae","https://doi.org/10.1111/tbed.14150","America","Brazil","Alves 2021 Transboundary and Emerging Diseases https://doi.org/10.1111/tbed.14150"
"Desmodus rotundus","Phyllostomidae","https://doi.org/10.1186/s12985-016-0569-4","America","Brazil","Asano 2016 Virology Journal https://doi.org/10.1186/s12985-016-0569-4"
"Desmodus rotundus","Phyllostomidae","https://doi.org/10.1111/mec.15250","America","Peru","Bergner 2019 Mol Ecol https://doi.org/10.1111/mec.15250"
"Desmodus rotundus","Phyllostomidae","https://doi.org/10.1128/MRA.00742-200","America","Peru","Bergner 2020 Microbiology Resource Announcements https://doi.org/10.1128/MRA.00742-200"
"Desmodus rotundus","Phyllostomidae","https://doi.org/10.1590/S1413-86702008000600003","America","Brazil","Brandao 2008 BJID https://doi.org/10.1590/S1413-86702008000600003"
"Glossophaga soricina","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Glossophaga soricina","Phyllostomidae","https://doi.org/10.1186/s12985-016-0569-4","America","Brazil","Asano 2016 Virology Journal https://doi.org/10.1186/s12985-016-0569-4"
"Glossophaga soricina","Phyllostomidae","https://doi.org/10.1007/s00248-019-01391-x","America","Brazil","Bittar 2019 Microbial Ecology https://doi.org/10.1007/s00248-019-01391-x"
"Glossophaga soricina","Phyllostomidae","https://dx.doi.org/10.3201%2Feid1412.080642","America","Trinidad","Carrington 2008 EID https://dx.doi.org/10.3201%2Feid1412.080642"
"Glossophaga soricina","Phyllostomidae","https://doi.org/10.1016/j.meegid.2016.07.034","America","Brazil","Goes 2016 IGE https://doi.org/10.1016/j.meegid.2016.07.034"
"Glossophaga soricina","Phyllostomidae","https://doi.org/10.1111/zph.12181","America","Costa Rica","Moreira-Soto 2015 ZPH https://doi.org/10.1111/zph.12181"
"Lichonycteris obscura","Phyllostomidae","http://data.predict.global/","America","Brazil","PREDICT database http://data.predict.global/"
"Lonchorhina aurita","Phyllostomidae","https://doi.org/10.1099/vir.0.049759-0","America","Mexico","Anthony 2013 J Gen Virol https://doi.org/10.1099/vir.0.049759-0"
"Lonchorhina aurita","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012"
"Mesophylla macconnelli","Phyllostomidae","https://doi.org/10.1093/ve/vex012","Africa, America, Asia","Cameroon, Gabon, Democratic Republic of Congo, Republic of Congo, Rwanda, Tanzania, Uganda, Peru, Bolivia, Brazil, Mexico, Bangladesh, Cambodia, China, Indonesia, Laos, Malaysia, Nepal, Thailand, Vietnam","Anthony 2017 Virus Evolution https://doi.org/10.1093/ve/vex012, PREDICT database http://data.predict.global/"
"Phyllostomus discolor","Phyllostomidae","https://doi.org/10.1007/s00248-019-01391-x","America","Brazil","Bittar 2019 Microbial Ecology https://doi.org/10.1007/s00248-019-01391-x"
"Phyllostomus discolor","Phyllostomidae","https://doi.org/10.1099/vir.0.054841-0","America","Brazil, Costa Rica, Panama","Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0"
